S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10,computed_features,performance_label,risk_label,dropout_label,performance_overall,risk_score,dropout_score,23G31A1001,Arjun Menon,CSE,1,2,avg_marks=78;attendance=85;behavior=8.5,high,low,low.1,82.4,18.6,15.2,reg_number,student_id,name,email,department,year,semester,mentor_name,mentor_email,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,age,total_marks,attendance,cgpa,backlog_count,AGE
321.0,Kavya Srivastava,25G31B8960,kavya.srivastava765@gmail.com,CIVIL,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma34@gmail.com,65.0,60.0,73.0,76.0,,0.0,0.0,0.0,23.0,117.0,112.0,73.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322.0,Esha Reddy,25G31B6756,esha.reddy989@gmail.com,CSE(AI),3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra59@gmail.com,71.0,61.0,55.0,57.0,86.0,0.0,0.0,0.0,17.0,85.0,64.0,78.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0,Sneha Das,25G31B9436,sneha.das491@gmail.com,CSE,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma16@gmail.com,42.0,69.0,92.0,57.0,,0.0,0.0,0.0,19.0,108.0,100.0,52.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0,Suresh Bhatnagar,25G31B5875,suresh.bhatnagar754@gmail.com,CDS,3.0,6.0,Prof. Priya Sharma,prof..priya.sharma85@gmail.com,95.0,58.0,76.0,70.0,80.0,0.0,0.0,0.0,27.0,89.0,68.0,94.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0,Simran Kapoor,25G31B3624,simran.kapoor110@gmail.com,ECE,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra49@gmail.com,78.0,66.0,57.0,55.0,82.0,0.0,0.0,0.0,27.0,109.0,84.0,55.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0,Tanvi Bansal,25G31B9028,tanvi.bansal482@gmail.com,EEE,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor14@gmail.com,72.0,75.0,96.0,76.0,71.0,0.0,0.0,0.0,29.0,96.0,64.0,47.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0,Nikhil Dutta,25G31B6081,nikhil.dutta239@gmail.com,MECH,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy62@gmail.com,42.0,77.0,61.0,79.0,84.0,0.0,0.0,0.0,24.0,119.0,70.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.0,Siddharth Pillai,25G31A6899,siddharth.pillai808@gmail.com,CIVIL,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi94@gmail.com,90.0,47.0,88.0,72.0,,0.0,0.0,0.0,11.0,116.0,110.0,54.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0,Vivek Nair,25G31B4571,vivek.nair249@gmail.com,CSE(AI),3.0,5.0,Dr. Harish Rao,dr..harish.rao71@gmail.com,67.0,81.0,86.0,77.0,,0.0,0.0,0.0,12.0,96.0,80.0,57.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0,Rajesh Dasgupta,25G31B6318,rajesh.dasgupta726@gmail.com,CSE,3.0,5.0,Prof. Meera Desai,prof..meera.desai26@gmail.com,77.0,84.0,80.0,90.0,,0.0,0.0,0.0,23.0,116.0,114.0,67.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0,Ria Verma,25G31B2682,ria.verma554@gmail.com,CDS,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair55@gmail.com,53.0,93.0,63.0,67.0,92.0,0.0,0.0,0.0,10.0,97.0,77.0,95.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0,Vinod Joshi,25G31B9349,vinod.joshi832@gmail.com,ECE,3.0,5.0,Dr. Rohan Kapoor,dr..rohan.kapoor47@gmail.com,70.0,98.0,88.0,59.0,,0.0,0.0,0.0,20.0,95.0,82.0,95.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0,Zara Malhotra,25G31B6983,zara.malhotra931@gmail.com,EEE,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai50@gmail.com,79.0,57.0,41.0,60.0,85.0,0.0,0.0,0.0,12.0,96.0,77.0,59.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,Tanvi Kumar,25G31B2296,tanvi.kumar660@gmail.com,MECH,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma31@gmail.com,94.0,73.0,70.0,53.0,63.0,0.0,0.0,0.0,13.0,119.0,90.0,72.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0,Swati Mishra,25G31B2731,swati.mishra739@gmail.com,CIVIL,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma68@gmail.com,56.0,69.0,71.0,70.0,,0.0,0.0,0.0,23.0,98.0,83.0,56.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0,Bhavna Mishra,25G31B3043,bhavna.mishra908@gmail.com,CSE(AI),3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra52@gmail.com,98.0,73.0,78.0,71.0,57.0,0.0,0.0,0.0,17.0,118.0,83.0,73.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0,Zara Srivastava,25G31A9745,zara.srivastava862@gmail.com,CSE,3.0,5.0,Dr. Vikram Reddy,dr..vikram.reddy53@gmail.com,63.0,82.0,78.0,96.0,,0.0,0.0,0.0,20.0,108.0,55.0,65.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0,Harsha Joshi,25G31A8992,harsha.joshi387@gmail.com,CDS,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma27@gmail.com,74.0,63.0,75.0,78.0,,0.0,0.0,0.0,26.0,116.0,113.0,53.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0,Bhavna Gupta,25G31B8368,bhavna.gupta761@gmail.com,ECE,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra60@gmail.com,83.0,72.0,81.0,79.0,98.0,0.0,0.0,0.0,29.0,81.0,81.0,73.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,Arjun Sharma,25G31A8801,arjun.sharma134@gmail.com,EEE,3.0,5.0,Dr. Harish Rao,dr..harish.rao94@gmail.com,60.0,57.0,79.0,58.0,,0.0,0.0,0.0,15.0,106.0,99.0,80.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341.0,Aditya Iyer,25G31A1847,aditya.iyer532@gmail.com,MECH,3.0,6.0,Dr. Harish Rao,dr..harish.rao40@gmail.com,96.0,43.0,80.0,99.0,62.0,0.0,0.0,0.0,14.0,85.0,56.0,87.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0,Vinod Bajaj,25G31B6729,vinod.bajaj359@gmail.com,CIVIL,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair99@gmail.com,44.0,82.0,81.0,61.0,,0.0,0.0,0.0,11.0,81.0,81.0,85.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0,Kavya Menon,25G31A7041,kavya.menon142@gmail.com,CSE(AI),3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor91@gmail.com,83.0,74.0,84.0,62.0,83.0,0.0,0.0,0.0,27.0,97.0,85.0,93.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,Bhavna Rao,25G31A5045,bhavna.rao345@gmail.com,CSE,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair62@gmail.com,57.0,66.0,65.0,99.0,53.0,0.0,0.0,0.0,18.0,100.0,91.0,50.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0,Suresh Chatterjee,25G31A7982,suresh.chatterjee819@gmail.com,CDS,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi61@gmail.com,74.0,81.0,86.0,81.0,,0.0,0.0,0.0,19.0,84.0,54.0,75.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.0,Sakshi Bansal,25G31B1603,sakshi.bansal355@gmail.com,ECE,3.0,6.0,Prof. Anjali Menon,prof..anjali.menon53@gmail.com,99.0,85.0,68.0,62.0,78.0,0.0,0.0,0.0,16.0,88.0,88.0,87.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0,Kumar Menon,25G31A3479,kumar.menon426@gmail.com,EEE,3.0,6.0,Dr. Harish Rao,dr..harish.rao34@gmail.com,88.0,97.0,71.0,48.0,81.0,0.0,0.0,0.0,13.0,108.0,91.0,47.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,Anjali Agarwal,25G31B1509,anjali.agarwal751@gmail.com,MECH,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer38@gmail.com,99.0,57.0,60.0,74.0,73.0,0.0,0.0,0.0,25.0,84.0,79.0,63.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,Isha Dasgupta,25G31B6800,isha.dasgupta100@gmail.com,CIVIL,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma51@gmail.com,60.0,74.0,99.0,73.0,84.0,0.0,0.0,0.0,24.0,93.0,93.0,65.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0,Tanvi Desai,25G31B4736,tanvi.desai702@gmail.com,CSE(AI),3.0,6.0,Dr. Harish Rao,dr..harish.rao89@gmail.com,77.0,90.0,79.0,67.0,58.0,0.0,0.0,0.0,23.0,110.0,104.0,75.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0,Karthik Kumar,25G31A9019,karthik.kumar675@gmail.com,CSE,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma17@gmail.com,81.0,45.0,56.0,44.0,70.0,0.0,0.0,0.0,23.0,87.0,47.0,47.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0,Divya Bajaj,25G31B2045,divya.bajaj570@gmail.com,CDS,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair10@gmail.com,78.0,96.0,99.0,91.0,,0.0,0.0,0.0,29.0,112.0,55.0,71.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0,Ritika Mishra,25G31B9104,ritika.mishra176@gmail.com,ECE,3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar84@gmail.com,88.0,73.0,71.0,91.0,97.0,0.0,0.0,0.0,23.0,101.0,75.0,40.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0,Aditya Nair,25G31A4856,aditya.nair560@gmail.com,EEE,3.0,5.0,Dr. Anil Singh,dr..anil.singh41@gmail.com,53.0,84.0,71.0,75.0,,0.0,0.0,0.0,19.0,86.0,39.0,85.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,Isha Kapoor,25G31B5700,isha.kapoor946@gmail.com,MECH,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor17@gmail.com,55.0,79.0,70.0,85.0,87.0,0.0,0.0,0.0,22.0,90.0,65.0,87.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,Diya Bansal,25G31B9268,diya.bansal376@gmail.com,CIVIL,3.0,6.0,Prof. Isha Mishra,prof..isha.mishra79@gmail.com,65.0,85.0,82.0,87.0,97.0,0.0,0.0,0.0,28.0,90.0,42.0,54.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,Harsha Pillai,25G31A1413,harsha.pillai872@gmail.com,CSE,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair88@gmail.com,73.0,60.0,41.0,96.0,,0.0,0.0,0.0,27.0,116.0,83.0,86.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,Maya Chatterjee,25G31B4770,maya.chatterjee572@gmail.com,CDS,3.0,5.0,Dr. Anil Singh,dr..anil.singh90@gmail.com,73.0,95.0,63.0,98.0,,0.0,0.0,0.0,28.0,102.0,67.0,65.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,Ananya Sinha,25G31A4979,ananya.sinha391@gmail.com,ECE,3.0,6.0,Prof. Meera Desai,prof..meera.desai74@gmail.com,64.0,79.0,63.0,77.0,65.0,0.0,0.0,0.0,25.0,109.0,107.0,68.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,Karthik Joshi,25G31A4666,karthik.joshi679@gmail.com,EEE,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor19@gmail.com,62.0,83.0,80.0,64.0,84.0,0.0,0.0,0.0,17.0,91.0,68.0,75.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.0,Ananya Pillai,25G31B4417,ananya.pillai763@gmail.com,MECH,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer53@gmail.com,97.0,84.0,96.0,84.0,63.0,0.0,0.0,0.0,26.0,88.0,81.0,52.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.0,Simran Dutta,25G31B9394,simran.dutta831@gmail.com,CIVIL,3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava17@gmail.com,73.0,73.0,56.0,64.0,91.0,0.0,0.0,0.0,26.0,104.0,51.0,77.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,Celina Pillai,25G31A3822,celina.pillai630@gmail.com,CSE(AI),3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer78@gmail.com,65.0,78.0,79.0,90.0,,0.0,0.0,0.0,18.0,112.0,44.0,76.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,Kriti Reddy,25G31B3325,kriti.reddy392@gmail.com,CSE,3.0,5.0,Dr. Rohan Kapoor,dr..rohan.kapoor67@gmail.com,45.0,73.0,46.0,77.0,,0.0,0.0,0.0,25.0,112.0,84.0,67.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.0,Vishal Sinha,25G31B3301,vishal.sinha544@gmail.com,CDS,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai10@gmail.com,94.0,74.0,90.0,68.0,84.0,0.0,0.0,0.0,17.0,80.0,64.0,83.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,Maya Bhat,25G31B3193,maya.bhat661@gmail.com,ECE,3.0,5.0,Dr. Harish Rao,dr..harish.rao56@gmail.com,95.0,56.0,78.0,96.0,,0.0,0.0,0.0,22.0,83.0,83.0,64.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,Rahul Bajaj,25G31B4116,rahul.bajaj910@gmail.com,EEE,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra70@gmail.com,72.0,41.0,93.0,83.0,54.0,0.0,0.0,0.0,20.0,116.0,89.0,63.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,Shreya Saxena,25G31A7680,shreya.saxena877@gmail.com,MECH,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai76@gmail.com,84.0,45.0,47.0,77.0,96.0,0.0,0.0,0.0,25.0,107.0,104.0,95.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.0,Rajesh Sharma,25G31B6484,rajesh.sharma308@gmail.com,CIVIL,3.0,6.0,Prof. Meera Desai,prof..meera.desai95@gmail.com,51.0,99.0,72.0,91.0,81.0,0.0,0.0,0.0,27.0,106.0,77.0,76.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.0,Simran Kapoor,25G31A1875,simran.kapoor941@gmail.com,CSE(AI),3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar77@gmail.com,80.0,61.0,72.0,44.0,,0.0,0.0,0.0,21.0,98.0,96.0,91.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372.0,Sanjay Bansal,25G31B3768,sanjay.bansal921@gmail.com,CSE,3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar41@gmail.com,76.0,48.0,82.0,74.0,85.0,0.0,0.0,0.0,20.0,114.0,79.0,69.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373.0,Nitin Bhatnagar,25G31A8940,nitin.bhatnagar531@gmail.com,CDS,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra17@gmail.com,94.0,82.0,77.0,56.0,50.0,0.0,0.0,0.0,20.0,95.0,94.0,42.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374.0,Nitin Bhatnagar,25G31B7727,nitin.bhatnagar150@gmail.com,ECE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer40@gmail.com,77.0,67.0,78.0,40.0,67.0,0.0,0.0,0.0,17.0,81.0,57.0,56.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375.0,Ajay Saxena,25G31B2671,ajay.saxena404@gmail.com,EEE,3.0,5.0,Dr. Anil Singh,dr..anil.singh78@gmail.com,81.0,88.0,71.0,91.0,,0.0,0.0,0.0,15.0,117.0,79.0,61.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376.0,Ritika Das,25G31A7627,ritika.das740@gmail.com,MECH,3.0,5.0,Dr. Vikram Reddy,dr..vikram.reddy88@gmail.com,90.0,72.0,84.0,66.0,,0.0,0.0,0.0,21.0,88.0,49.0,72.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377.0,Karthik Iyer,25G31A5996,karthik.iyer337@gmail.com,CIVIL,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai62@gmail.com,82.0,80.0,66.0,64.0,97.0,0.0,0.0,0.0,10.0,81.0,75.0,88.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378.0,Sneha Bajaj,25G31A5396,sneha.bajaj769@gmail.com,CSE(AI),3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra91@gmail.com,66.0,68.0,95.0,56.0,55.0,0.0,0.0,0.0,24.0,99.0,66.0,77.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379.0,Pari Das,25G31A9854,pari.das926@gmail.com,CSE,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma45@gmail.com,58.0,48.0,86.0,80.0,,0.0,0.0,0.0,23.0,99.0,88.0,93.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380.0,Anjali Mishra,25G31A5104,anjali.mishra206@gmail.com,CDS,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma52@gmail.com,76.0,84.0,55.0,55.0,,0.0,0.0,0.0,25.0,101.0,82.0,77.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381.0,Esha Reddy,25G31A2375,esha.reddy465@gmail.com,ECE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer80@gmail.com,44.0,45.0,67.0,73.0,67.0,0.0,0.0,0.0,26.0,118.0,76.0,74.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382.0,Kavya Srivastava,25G31A3611,kavya.srivastava207@gmail.com,EEE,3.0,6.0,Dr. Anil Singh,dr..anil.singh94@gmail.com,83.0,56.0,49.0,62.0,45.0,0.0,0.0,0.0,13.0,112.0,60.0,69.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383.0,Ananya Chopra,25G31A8312,ananya.chopra768@gmail.com,MECH,3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava54@gmail.com,76.0,53.0,48.0,79.0,,0.0,0.0,0.0,29.0,112.0,91.0,72.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.0,Arjun Gupta,25G31A9312,arjun.gupta403@gmail.com,CIVIL,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi62@gmail.com,72.0,48.0,82.0,99.0,,0.0,0.0,0.0,15.0,90.0,48.0,70.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.0,Suresh Malhotra,25G31A9231,suresh.malhotra337@gmail.com,CSE(AI),3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar55@gmail.com,54.0,85.0,85.0,50.0,,0.0,0.0,0.0,26.0,111.0,76.0,46.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.0,Kriti Dasgupta,25G31B7685,kriti.dasgupta621@gmail.com,CSE,3.0,5.0,Prof. Kavya Pillai,prof..kavya.pillai53@gmail.com,70.0,74.0,64.0,79.0,,0.0,0.0,0.0,20.0,113.0,107.0,42.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.0,Swati Pillai,25G31A7646,swati.pillai872@gmail.com,CDS,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair20@gmail.com,73.0,58.0,82.0,68.0,,0.0,0.0,0.0,29.0,96.0,85.0,76.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.0,Rahul Kumar,25G31A9630,rahul.kumar929@gmail.com,ECE,3.0,5.0,Dr. Rohan Kapoor,dr..rohan.kapoor44@gmail.com,56.0,75.0,90.0,88.0,,0.0,0.0,0.0,10.0,102.0,73.0,84.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.0,Rohan Bhatnagar,25G31B6829,rohan.bhatnagar659@gmail.com,EEE,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra17@gmail.com,54.0,73.0,78.0,96.0,98.0,0.0,0.0,0.0,21.0,100.0,72.0,48.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.0,Celina Chopra,25G31A2259,celina.chopra214@gmail.com,MECH,3.0,6.0,Prof. Priya Sharma,prof..priya.sharma33@gmail.com,73.0,42.0,87.0,57.0,42.0,0.0,0.0,0.0,21.0,115.0,105.0,89.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.0,Mahesh Kapoor,25G31A3078,mahesh.kapoor823@gmail.com,CIVIL,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma25@gmail.com,66.0,58.0,84.0,63.0,,0.0,0.0,0.0,16.0,117.0,112.0,83.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.0,Celina Desai,25G31A8746,celina.desai167@gmail.com,CSE(AI),3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy12@gmail.com,60.0,73.0,51.0,56.0,52.0,0.0,0.0,0.0,29.0,108.0,53.0,95.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.0,Ananya Mishra,25G31B5719,ananya.mishra807@gmail.com,CSE,3.0,6.0,Prof. Isha Mishra,prof..isha.mishra75@gmail.com,73.0,77.0,82.0,65.0,48.0,0.0,0.0,0.0,15.0,108.0,62.0,94.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.0,Harsha Dutta,25G31B2964,harsha.dutta692@gmail.com,CDS,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma34@gmail.com,72.0,42.0,52.0,83.0,,0.0,0.0,0.0,11.0,81.0,79.0,80.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.0,Sneha Bajaj,25G31A8405,sneha.bajaj920@gmail.com,ECE,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma62@gmail.com,75.0,64.0,53.0,68.0,91.0,0.0,0.0,0.0,24.0,85.0,36.0,53.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.0,Ashok Dutta,25G31B4131,ashok.dutta900@gmail.com,EEE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer90@gmail.com,76.0,84.0,56.0,74.0,66.0,0.0,0.0,0.0,14.0,113.0,91.0,61.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.0,Mahesh Chopra,25G31A4904,mahesh.chopra338@gmail.com,MECH,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy43@gmail.com,63.0,99.0,91.0,75.0,72.0,0.0,0.0,0.0,17.0,110.0,85.0,93.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.0,Kumar Kumar,25G31B7785,kumar.kumar222@gmail.com,CIVIL,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra31@gmail.com,86.0,73.0,98.0,83.0,73.0,0.0,0.0,0.0,20.0,94.0,80.0,64.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.0,Pari Chatterjee,25G31B5767,pari.chatterjee972@gmail.com,CSE(AI),3.0,5.0,Prof. Kavya Pillai,prof..kavya.pillai95@gmail.com,79.0,41.0,47.0,66.0,,0.0,0.0,0.0,26.0,92.0,52.0,90.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,Swati Chatterjee,25G31A1519,swati.chatterjee555@gmail.com,CSE,3.0,5.0,Prof. Anjali Menon,prof..anjali.menon44@gmail.com,44.0,41.0,57.0,59.0,,0.0,0.0,0.0,24.0,95.0,91.0,86.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
