S.NO,NAME,RNO,EMAIL,DEPT,YEAR,SEM,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
515,Isha Kumar,23G31A4368,isha.kumar219@gmail.com,EEE,1,1-1,1,Dr. Suresh Iyer,dr..suresh.iyer12@gmail.com,,,,,,,,12,91,64,67,7.3
516,Kavya Dasgupta,23G31B7138,kavya.dasgupta354@gmail.com,MECH,1,1-2,2,Dr. Harish Rao,dr..harish.rao29@gmail.com,62,,,,,,,15,91,68,68,9.2
517,Nisha Pillai,23G31B5864,nisha.pillai805@gmail.com,CIVIL,1,1-2,2,Dr. Rohan Kapoor,dr..rohan.kapoor73@gmail.com,72,,,,,,,18,117,53,70,9.0
518,Aryan Gupta,23G31B1678,aryan.gupta472@gmail.com,CSE(AI),1,1-2,2,Prof. Anjali Menon,prof..anjali.menon64@gmail.com,60,,,,,,,27,107,49,91,5.8
519,Aditya Gupta,23G31A6312,aditya.gupta774@gmail.com,CSE,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma66@gmail.com,95,,,,,,,28,83,60,88,6.1
520,Meera Saxena,23G31A6699,meera.saxena273@gmail.com,CDS,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma95@gmail.com,42,,,,,,,19,104,55,56,1.6
521,Pooja Kapoor,23G31A6863,pooja.kapoor179@gmail.com,ECE,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma16@gmail.com,,,,,,,,27,115,94,71,2.0
522,Zara Rao,23G31B4750,zara.rao986@gmail.com,EEE,1,1-1,1,Prof. Ritika Malhotra,prof..ritika.malhotra13@gmail.com,,,,,,,,10,105,59,80,1.8
523,Bhavna Bhatnagar,23G31A8111,bhavna.bhatnagar671@gmail.com,MECH,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma59@gmail.com,95,,,,,,,26,93,87,64,2.0
524,Diya Bansal,23G31A4403,diya.bansal197@gmail.com,CIVIL,1,1-2,2,Dr. Harish Rao,dr..harish.rao45@gmail.com,68,,,,,,,27,101,56,64,7.3
525,Aditya Rao,23G31A7907,aditya.rao114@gmail.com,CSE(AI),1,1-1,1,Dr. Rohan Kapoor,dr..rohan.kapoor61@gmail.com,,,,,,,,10,105,74,88,6.1
526,Varun Rao,23G31B6397,varun.rao998@gmail.com,CSE,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma60@gmail.com,79,,,,,,,27,96,67,93,1.4
527,Vishal Pillai,23G31A5556,vishal.pillai413@gmail.com,CDS,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon46@gmail.com,,,,,,,,24,80,71,71,3.8
528,Diya Dasgupta,23G31A6337,diya.dasgupta261@gmail.com,ECE,1,1-1,1,Dr. Harish Rao,dr..harish.rao10@gmail.com,,,,,,,,27,85,70,75,9.3
529,Kriti Nair,23G31A9734,kriti.nair995@gmail.com,EEE,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer72@gmail.com,73,,,,,,,22,99,96,63,5.7
530,Deepak Iyer,23G31A1750,deepak.iyer896@gmail.com,MECH,1,1-2,2,Dr. Anil Singh,dr..anil.singh80@gmail.com,83,,,,,,,22,115,112,62,7.1
531,Priya Kumar,23G31A5241,priya.kumar602@gmail.com,CIVIL,1,1-2,2,Prof. Kavya Pillai,prof..kavya.pillai14@gmail.com,71,,,,,,,20,104,96,40,2.7
532,Mohan Bajaj,23G31B5196,mohan.bajaj294@gmail.com,CSE(AI),1,1-1,1,Prof. Divya Srivastava,prof..divya.srivastava13@gmail.com,,,,,,,,15,102,79,58,4.9
533,Nikhil Chatterjee,23G31B1254,nikhil.chatterjee520@gmail.com,CSE,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer24@gmail.com,68,,,,,,,26,95,49,64,8.5
534,Aditya Desai,23G31B9478,aditya.desai592@gmail.com,CDS,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava76@gmail.com,47,,,,,,,29,107,85,67,1.9
535,Bhavna Chatterjee,23G31A8427,bhavna.chatterjee780@gmail.com,ECE,1,1-2,2,Prof. Meera Desai,prof..meera.desai96@gmail.com,41,,,,,,,14,119,69,45,1.4
536,Amit Desai,23G31B1175,amit.desai487@gmail.com,EEE,1,1-1,1,Dr. Nitin Verma,dr..nitin.verma17@gmail.com,,,,,,,,26,119,70,75,3.1
537,Bhavna Kumar,23G31A3810,bhavna.kumar224@gmail.com,MECH,1,1-2,2,Dr. Rohan Kapoor,dr..rohan.kapoor57@gmail.com,85,,,,,,,16,103,86,45,5.5
538,Rohan Verma,23G31A5417,rohan.verma804@gmail.com,CIVIL,1,1-2,2,Prof. Isha Mishra,prof..isha.mishra63@gmail.com,78,,,,,,,27,98,53,49,4.3
539,Priya Rao,23G31A6529,priya.rao373@gmail.com,CSE(AI),1,1-1,1,Prof. Priya Sharma,prof..priya.sharma36@gmail.com,,,,,,,,27,81,74,58,6.3
540,Sneha Mishra,23G31A7407,sneha.mishra230@gmail.com,CSE,1,1-1,1,Dr. Anil Singh,dr..anil.singh66@gmail.com,,,,,,,,11,115,99,87,2.4
541,Deepak Sharma,23G31A5330,deepak.sharma147@gmail.com,CDS,1,1-1,1,Prof. Kavya Pillai,prof..kavya.pillai93@gmail.com,,,,,,,,29,102,94,54,2.3
542,Isha Saxena,23G31B2139,isha.saxena262@gmail.com,ECE,1,1-2,2,Prof. Meera Desai,prof..meera.desai90@gmail.com,67,,,,,,,12,94,40,73,8.5
543,Siddharth Das,23G31A7422,siddharth.das206@gmail.com,EEE,1,1-1,1,Prof. Divya Srivastava,prof..divya.srivastava41@gmail.com,,,,,,,,30,95,47,65,7.3
544,Mahesh Srivastava,23G31A4881,mahesh.srivastava898@gmail.com,MECH,1,1-1,1,Prof. Shreya Nair,prof..shreya.nair50@gmail.com,,,,,,,,18,91,74,43,6.5
545,Kumar Sharma,23G31A1576,kumar.sharma616@gmail.com,CIVIL,1,1-2,2,Dr. Rajesh Kumar,dr..rajesh.kumar48@gmail.com,53,,,,,,,23,107,82,74,9.1
546,Kriti Verma,23G31B9450,kriti.verma519@gmail.com,CSE(AI),1,1-1,1,Prof. Priya Sharma,prof..priya.sharma64@gmail.com,,,,,,,,22,108,104,66,4.9
547,Shreya Bajaj,23G31B3605,shreya.bajaj927@gmail.com,CSE,1,1-1,1,Prof. Ritika Malhotra,prof..ritika.malhotra24@gmail.com,,,,,,,,14,91,52,68,7.8
548,Ajay Sharma,23G31B1675,ajay.sharma737@gmail.com,CDS,1,1-2,2,Dr. Harish Rao,dr..harish.rao82@gmail.com,83,,,,,,,10,103,68,80,1.6
549,Sandeep Gupta,23G31B7421,sandeep.gupta279@gmail.com,ECE,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma33@gmail.com,56,,,,,,,12,90,88,58,4.4
550,Celina Malhotra,23G31B5820,celina.malhotra299@gmail.com,EEE,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon24@gmail.com,62,,,,,,,23,103,90,95,5.1
551,Simran Sinha,23G31A8544,simran.sinha618@gmail.com,MECH,1,1-1,1,Prof. Shreya Nair,prof..shreya.nair96@gmail.com,,,,,,,,27,118,96,44,5.3
552,Pooja Mishra,23G31B1759,pooja.mishra557@gmail.com,CIVIL,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer50@gmail.com,73,,,,,,,16,106,89,88,2.4
553,Harsha Singh,23G31B5102,harsha.singh263@gmail.com,CSE(AI),1,1-1,1,Prof. Kavya Pillai,prof..kavya.pillai65@gmail.com,,,,,,,,12,109,94,85,4.0
554,Rajesh Kapoor,23G31A3838,rajesh.kapoor344@gmail.com,CSE,1,1-1,1,Dr. Harish Rao,dr..harish.rao40@gmail.com,,,,,,,,12,119,98,54,6.0
555,Avni Gupta,23G31B1034,avni.gupta807@gmail.com,CDS,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma14@gmail.com,,,,,,,,25,115,61,75,4.3
556,Amit Chopra,23G31B4172,amit.chopra127@gmail.com,ECE,1,1-2,2,Prof. Isha Mishra,prof..isha.mishra11@gmail.com,49,,,,,,,12,114,104,95,1.1
557,Sanjay Mishra,23G31B1439,sanjay.mishra648@gmail.com,EEE,1,1-2,2,Dr. Harish Rao,dr..harish.rao27@gmail.com,78,,,,,,,25,113,55,52,8.1
558,Sakshi Agarwal,23G31A9739,sakshi.agarwal353@gmail.com,MECH,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava48@gmail.com,62,,,,,,,22,97,46,90,1.3
559,Nisha Kumar,23G31B7572,nisha.kumar995@gmail.com,CIVIL,1,1-2,2,Dr. Anil Singh,dr..anil.singh85@gmail.com,65,,,,,,,15,118,112,58,7.9
560,Meera Menon,23G31B2660,meera.menon449@gmail.com,CSE(AI),1,1-1,1,Dr. Rajesh Kumar,dr..rajesh.kumar91@gmail.com,,,,,,,,16,91,77,72,4.7
561,Kumar Kumar,23G31A8171,kumar.kumar211@gmail.com,CSE,1,1-2,2,Dr. Anil Singh,dr..anil.singh81@gmail.com,57,,,,,,,12,90,76,42,6.0
562,Aryan Kumar,23G31A8604,aryan.kumar184@gmail.com,CDS,1,1-1,1,Dr. Vikram Reddy,dr..vikram.reddy29@gmail.com,,,,,,,,15,117,91,86,2.2
563,Suresh Verma,23G31B1135,suresh.verma209@gmail.com,ECE,1,1-2,2,Dr. Harish Rao,dr..harish.rao68@gmail.com,86,,,,,,,21,113,112,57,2.0
564,Rajesh Patel,23G31A9159,rajesh.patel629@gmail.com,EEE,1,1-2,2,Dr. Rohan Kapoor,dr..rohan.kapoor63@gmail.com,42,,,,,,,11,105,95,66,9.4
565,Nitin Sharma,23G31B4329,nitin.sharma435@gmail.com,MECH,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma48@gmail.com,79,,,,,,,11,81,79,50,6.5
566,Ravi Dasgupta,23G31A5436,ravi.dasgupta158@gmail.com,CIVIL,1,1-2,2,Dr. Harish Rao,dr..harish.rao46@gmail.com,77,,,,,,,16,86,74,41,4.4
567,Vinod Sharma,23G31B7462,vinod.sharma109@gmail.com,CSE(AI),1,1-1,1,Dr. Rohan Kapoor,dr..rohan.kapoor62@gmail.com,,,,,,,,12,98,49,90,7.6
568,Kriti Joshi,23G31B8677,kriti.joshi147@gmail.com,CSE,1,1-1,1,Dr. Sanjay Joshi,dr..sanjay.joshi25@gmail.com,,,,,,,,13,106,87,52,4.2
569,Sanjay Bhatnagar,23G31A6740,sanjay.bhatnagar743@gmail.com,CDS,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon19@gmail.com,89,,,,,,,26,92,73,91,1.8
570,Isha Malhotra,23G31B1929,isha.malhotra869@gmail.com,ECE,1,1-2,2,Dr. Rajesh Kumar,dr..rajesh.kumar44@gmail.com,100,,,,,,,28,113,73,80,5.3
571,Swati Bajaj,23G31B8112,swati.bajaj872@gmail.com,EEE,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon47@gmail.com,,,,,,,,29,105,92,78,1.7
572,Neha Verma,23G31A9664,neha.verma832@gmail.com,MECH,1,1-1,1,Prof. Shreya Nair,prof..shreya.nair14@gmail.com,,,,,,,,25,113,107,60,2.1
573,Swati Chopra,23G31B5005,swati.chopra157@gmail.com,CIVIL,1,1-1,1,Prof. Divya Srivastava,prof..divya.srivastava25@gmail.com,,,,,,,,10,85,40,52,2.3
574,Shreya Gupta,23G31B3213,shreya.gupta420@gmail.com,CSE(AI),1,1-2,2,Prof. Anjali Menon,prof..anjali.menon44@gmail.com,42,,,,,,,12,109,70,61,6.0
575,Ria Dasgupta,23G31B1460,ria.dasgupta671@gmail.com,CSE,1,1-2,2,Prof. Ritika Malhotra,prof..ritika.malhotra26@gmail.com,70,,,,,,,18,114,101,82,2.4
576,Suresh Saxena,23G31B8186,suresh.saxena710@gmail.com,CDS,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma15@gmail.com,50,,,,,,,27,93,76,88,6.2
577,Sakshi Joshi,23G31B7743,sakshi.joshi625@gmail.com,ECE,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra37@gmail.com,,,,,,,,13,118,90,78,7.9
578,Rajesh Kapoor,23G31A4304,rajesh.kapoor714@gmail.com,EEE,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer24@gmail.com,75,,,,,,,26,105,98,43,8.2
579,Diya Saxena,23G31A9951,diya.saxena380@gmail.com,MECH,1,1-1,1,Dr. Anil Singh,dr..anil.singh32@gmail.com,,,,,,,,18,98,76,95,8.2
580,Priya Bhatnagar,23G31B6811,priya.bhatnagar737@gmail.com,CIVIL,1,1-1,1,Dr. Harish Rao,dr..harish.rao33@gmail.com,,,,,,,,19,107,76,54,5.9
581,Vishal Bhatnagar,23G31A1673,vishal.bhatnagar459@gmail.com,CSE(AI),1,1-2,2,Prof. Isha Mishra,prof..isha.mishra29@gmail.com,81,,,,,,,14,85,56,48,4.9
582,Deepak Rao,23G31B1119,deepak.rao480@gmail.com,CSE,1,1-2,2,Dr. Rohan Kapoor,dr..rohan.kapoor84@gmail.com,89,,,,,,,22,83,64,45,2.7
583,Divya Dasgupta,23G31B5685,divya.dasgupta136@gmail.com,CDS,1,1-2,2,Dr. Rajesh Kumar,dr..rajesh.kumar43@gmail.com,82,,,,,,,26,93,52,92,8.5
584,Aryan Patel,23G31B7517,aryan.patel250@gmail.com,ECE,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon13@gmail.com,71,,,,,,,23,100,72,57,9.0
585,Meera Joshi,23G31B3913,meera.joshi265@gmail.com,EEE,1,1-1,1,Prof. Shreya Nair,prof..shreya.nair71@gmail.com,,,,,,,,23,89,84,50,8.3
586,Nitin Iyer,23G31A9200,nitin.iyer777@gmail.com,MECH,1,1-2,2,Prof. Ritika Malhotra,prof..ritika.malhotra65@gmail.com,65,,,,,,,30,83,63,76,10.0
587,Aryan Nair,23G31B1005,aryan.nair420@gmail.com,CIVIL,1,1-1,1,Dr. Anil Singh,dr..anil.singh33@gmail.com,,,,,,,,20,93,71,79,9.7
588,Divya Malhotra,23G31B5823,divya.malhotra972@gmail.com,CSE(AI),1,1-1,1,Dr. Rohan Kapoor,dr..rohan.kapoor48@gmail.com,,,,,,,,13,120,106,44,9.4
589,Ashok Bhatnagar,23G31B6894,ashok.bhatnagar965@gmail.com,CSE,1,1-2,2,Prof. Isha Mishra,prof..isha.mishra86@gmail.com,83,,,,,,,19,115,74,60,8.8
590,Aarav Dasgupta,23G31B3016,aarav.dasgupta371@gmail.com,CDS,1,1-1,1,Dr. Nitin Verma,dr..nitin.verma35@gmail.com,,,,,,,,27,114,100,60,1.8
591,Tanvi Srivastava,23G31A8670,tanvi.srivastava954@gmail.com,ECE,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma65@gmail.com,81,,,,,,,25,87,86,84,3.0
592,Meera Menon,23G31B9080,meera.menon261@gmail.com,EEE,1,1-1,1,Dr. Harish Rao,dr..harish.rao48@gmail.com,,,,,,,,10,105,95,62,4.4
593,Ananya Verma,23G31B4101,ananya.verma536@gmail.com,MECH,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra38@gmail.com,,,,,,,,15,83,70,68,5.3
594,Swati Mishra,23G31A1177,swati.mishra682@gmail.com,CIVIL,1,1-2,2,Dr. Vikram Reddy,dr..vikram.reddy34@gmail.com,83,,,,,,,30,95,44,47,9.0
595,Sanjay Verma,23G31B3422,sanjay.verma115@gmail.com,CSE(AI),1,1-1,1,Prof. Ritika Malhotra,prof..ritika.malhotra71@gmail.com,,,,,,,,18,113,99,41,3.1
596,Divya Patel,23G31A9255,divya.patel410@gmail.com,CSE,1,1-2,2,Prof. Kavya Pillai,prof..kavya.pillai20@gmail.com,77,,,,,,,15,93,47,46,1.7
597,Avni Bajaj,23G31B7581,avni.bajaj906@gmail.com,CDS,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,79,,,,,,,22,95,52,92,4.5
598,Isha Mishra,23G31A3590,isha.mishra661@gmail.com,ECE,1,1-2,2,Dr. Rajesh Kumar,dr..rajesh.kumar83@gmail.com,92,,,,,,,17,96,91,91,6.7
599,Rajesh Saxena,23G31A5441,rajesh.saxena527@gmail.com,EEE,1,1-1,1,Dr. Rajesh Kumar,dr..rajesh.kumar42@gmail.com,,,,,,,,16,119,95,80,4.5
600,Aryan Kapoor,23G31B4993,aryan.kapoor185@gmail.com,MECH,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma63@gmail.com,81,,,,,,,23,111,93,93,1.0
601,Zara Singh,23G31A9039,zara.singh158@gmail.com,CIVIL,1,1-1,1,Dr. Rajesh Kumar,dr..rajesh.kumar25@gmail.com,,,,,,,,24,83,59,51,2.3
602,Divya Verma,23G31B8891,divya.verma684@gmail.com,CSE(AI),1,1-2,2,Prof. Meera Desai,prof..meera.desai46@gmail.com,82,,,,,,,19,118,99,52,3.1
603,Harish Mishra,23G31A8756,harish.mishra186@gmail.com,CSE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava15@gmail.com,88,,,,,,,16,83,62,73,5.0
604,Suresh Das,23G31B1107,suresh.das814@gmail.com,CDS,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma81@gmail.com,84,,,,,,,17,110,86,43,8.0
605,Avni Joshi,23G31B5148,avni.joshi173@gmail.com,ECE,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon68@gmail.com,,,,,,,,28,80,80,48,8.7
606,Vinod Kumar,23G31A1669,vinod.kumar946@gmail.com,EEE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava64@gmail.com,75,,,,,,,17,108,104,82,5.2
607,Priya Menon,23G31B3273,priya.menon743@gmail.com,MECH,1,1-1,1,Dr. Sanjay Joshi,dr..sanjay.joshi27@gmail.com,,,,,,,,30,93,37,79,3.9
608,Vivek Agarwal,23G31A5628,vivek.agarwal849@gmail.com,CIVIL,1,1-1,1,Dr. Rohan Kapoor,dr..rohan.kapoor67@gmail.com,,,,,,,,12,87,84,49,7.3
609,Ananya Sharma,23G31B2768,ananya.sharma361@gmail.com,CSE(AI),1,1-2,2,Dr. Harish Rao,dr..harish.rao41@gmail.com,72,,,,,,,10,109,104,71,7.0
610,Simran Desai,23G31A4143,simran.desai970@gmail.com,CSE,1,1-1,1,Prof. Shreya Nair,prof..shreya.nair41@gmail.com,,,,,,,,11,90,63,51,5.2
611,Sanjay Iyer,23G31B7692,sanjay.iyer937@gmail.com,CDS,1,1-1,1,Prof. Meera Desai,prof..meera.desai12@gmail.com,,,,,,,,30,93,48,41,3.1
612,Isha Bhat,23G31A9592,isha.bhat801@gmail.com,ECE,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair19@gmail.com,68,,,,,,,15,83,77,50,2.7
613,Ashok Menon,23G31A2159,ashok.menon737@gmail.com,EEE,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair49@gmail.com,79,,,,,,,26,110,75,47,1.1
614,Amit Srivastava,23G31A2797,amit.srivastava977@gmail.com,MECH,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra73@gmail.com,,,,,,,,20,113,111,58,8.6
615,Kavya Srivastava,23G31A5363,kavya.srivastava786@gmail.com,CIVIL,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair23@gmail.com,71,,,,,,,10,108,91,89,3.9
616,Divya Malhotra,23G31A2134,divya.malhotra169@gmail.com,CSE(AI),1,1-2,2,Prof. Shreya Nair,prof..shreya.nair75@gmail.com,93,,,,,,,14,94,65,94,7.4
617,Nitin Mishra,23G31A7828,nitin.mishra137@gmail.com,CSE,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer67@gmail.com,64,,,,,,,30,97,53,64,9.7
618,Anjali Pillai,23G31A4588,anjali.pillai690@gmail.com,CDS,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair57@gmail.com,66,,,,,,,24,96,63,53,1.6
619,Priya Mishra,23G31B8788,priya.mishra246@gmail.com,ECE,1,1-1,1,Prof. Kavya Pillai,prof..kavya.pillai53@gmail.com,,,,,,,,11,91,43,69,3.8
620,Ajay Bansal,23G31B5530,ajay.bansal913@gmail.com,EEE,1,1-1,1,Dr. Sanjay Joshi,dr..sanjay.joshi62@gmail.com,,,,,,,,24,117,97,78,6.1
621,Swati Malhotra,23G31B2345,swati.malhotra472@gmail.com,MECH,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra77@gmail.com,,,,,,,,17,116,101,86,6.3
622,Ananya Rao,23G31B9317,ananya.rao101@gmail.com,CIVIL,1,1-2,2,Prof. Meera Desai,prof..meera.desai42@gmail.com,57,,,,,,,17,109,97,47,3.2
623,Nitin Singh,23G31B7720,nitin.singh629@gmail.com,CSE(AI),1,1-1,1,Prof. Isha Mishra,prof..isha.mishra97@gmail.com,,,,,,,,28,106,76,77,9.7
624,Rohan Dasgupta,23G31A7142,rohan.dasgupta953@gmail.com,CSE,1,1-1,1,Dr. Rajesh Kumar,dr..rajesh.kumar79@gmail.com,,,,,,,,21,94,85,70,6.3
625,Sakshi Desai,23G31B4314,sakshi.desai867@gmail.com,CDS,1,1-2,2,Dr. Rohan Kapoor,dr..rohan.kapoor43@gmail.com,80,,,,,,,10,81,47,46,8.7
626,Esha Chopra,23G31B6966,esha.chopra383@gmail.com,ECE,1,1-2,2,Dr. Vikram Reddy,dr..vikram.reddy48@gmail.com,72,,,,,,,24,113,94,44,4.1
627,Maya Joshi,23G31B2805,maya.joshi579@gmail.com,EEE,1,1-1,1,Prof. Meera Desai,prof..meera.desai85@gmail.com,,,,,,,,29,87,83,47,7.1
628,Vikram Agarwal,23G31A3310,vikram.agarwal883@gmail.com,MECH,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon46@gmail.com,,,,,,,,27,99,81,86,7.9
629,Vinod Agarwal,23G31A1372,vinod.agarwal100@gmail.com,CIVIL,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma19@gmail.com,93,,,,,,,28,110,107,74,3.9
630,Mohan Nair,23G31A7050,mohan.nair439@gmail.com,CSE(AI),1,1-2,2,Dr. Harish Rao,dr..harish.rao90@gmail.com,44,,,,,,,10,99,66,74,9.2
631,Sakshi Rao,23G31A6869,sakshi.rao401@gmail.com,CSE,1,1-2,2,Prof. Kavya Pillai,prof..kavya.pillai50@gmail.com,81,,,,,,,13,85,72,93,5.9
632,Ajay Verma,23G31A2511,ajay.verma736@gmail.com,CDS,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava52@gmail.com,66,,,,,,,11,95,47,81,1.9
633,Mahesh Sinha,23G31B2010,mahesh.sinha677@gmail.com,ECE,1,1-2,2,Dr. Anil Singh,dr..anil.singh30@gmail.com,71,,,,,,,16,81,74,69,9.9
634,Varun Bansal,23G31B8126,varun.bansal131@gmail.com,EEE,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon43@gmail.com,,,,,,,,13,80,55,49,5.7
635,Aryan Saxena,23G31B9407,aryan.saxena599@gmail.com,MECH,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma53@gmail.com,,,,,,,,21,87,69,59,6.2
636,Kumar Reddy,23G31A5719,kumar.reddy388@gmail.com,CIVIL,1,1-2,2,Dr. Anil Singh,dr..anil.singh57@gmail.com,78,,,,,,,11,90,73,79,8.8
637,Swati Chatterjee,23G31A1275,swati.chatterjee200@gmail.com,CSE(AI),1,1-1,1,Prof. Meera Desai,prof..meera.desai46@gmail.com,,,,,,,,14,118,68,52,8.4
638,Anjali Chatterjee,23G31B8814,anjali.chatterjee689@gmail.com,CSE,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma10@gmail.com,81,,,,,,,23,81,65,63,5.1
639,Vivek Pillai,23G31B4710,vivek.pillai891@gmail.com,CDS,1,1-1,1,Prof. Kavya Pillai,prof..kavya.pillai72@gmail.com,,,,,,,,29,83,42,72,9.3
640,Rajesh Joshi,23G31B5454,rajesh.joshi371@gmail.com,ECE,1,1-2,2,Prof. Isha Mishra,prof..isha.mishra75@gmail.com,74,,,,,,,11,99,94,93,2.3
641,Amit Iyer,23G31A7554,amit.iyer375@gmail.com,EEE,1,1-2,2,Prof. Kavya Pillai,prof..kavya.pillai78@gmail.com,79,,,,,,,24,101,86,64,8.5
642,Esha Dasgupta,23G31B9670,esha.dasgupta470@gmail.com,MECH,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma68@gmail.com,86,,,,,,,26,107,89,77,3.3
643,Nisha Sharma,23G31B9117,nisha.sharma317@gmail.com,CIVIL,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer51@gmail.com,85,,,,,,,30,111,102,52,2.9
644,Karthik Singh,23G31B9611,karthik.singh667@gmail.com,CSE(AI),1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava80@gmail.com,72,,,,,,,20,102,86,74,5.8
645,Ananya Pillai,23G31A3500,ananya.pillai921@gmail.com,CSE,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma27@gmail.com,97,,,,,,,12,94,85,80,9.3
646,Suresh Malhotra,23G31A5923,suresh.malhotra655@gmail.com,CDS,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon64@gmail.com,,,,,,,,11,105,103,89,2.1
647,Shreya Iyer,23G31B1529,shreya.iyer627@gmail.com,ECE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava16@gmail.com,84,,,,,,,26,82,77,90,9.1
648,Mohan Mishra,23G31A4734,mohan.mishra875@gmail.com,EEE,1,1-1,1,Dr. Sanjay Joshi,dr..sanjay.joshi50@gmail.com,,,,,,,,15,115,99,49,7.2
649,Nikhil Mishra,23G31B5925,nikhil.mishra612@gmail.com,MECH,1,1-1,1,Dr. Suresh Iyer,dr..suresh.iyer88@gmail.com,,,,,,,,13,113,61,95,6.9
650,Ananya Das,23G31B4021,ananya.das104@gmail.com,CIVIL,1,1-1,1,Dr. Vikram Reddy,dr..vikram.reddy75@gmail.com,,,,,,,,27,102,99,62,7.1
651,Ananya Saxena,23G31B4569,ananya.saxena240@gmail.com,CSE(AI),1,1-2,2,Dr. Rohan Kapoor,dr..rohan.kapoor41@gmail.com,58,,,,,,,13,111,111,55,6.9
652,Sanjay Sharma,23G31A5406,sanjay.sharma958@gmail.com,CSE,1,1-1,1,Prof. Divya Srivastava,prof..divya.srivastava54@gmail.com,,,,,,,,16,104,96,43,5.8
653,Ria Sharma,23G31B5145,ria.sharma209@gmail.com,CDS,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair83@gmail.com,43,,,,,,,29,109,101,51,2.4
654,Sanjay Malhotra,23G31A9410,sanjay.malhotra292@gmail.com,ECE,1,1-1,1,Prof. Meera Desai,prof..meera.desai70@gmail.com,,,,,,,,26,88,88,77,7.4
655,Arjun Verma,23G31B9141,arjun.verma473@gmail.com,EEE,1,1-1,1,Dr. Vikram Reddy,dr..vikram.reddy91@gmail.com,,,,,,,,24,84,54,82,5.1
656,Harsha Dutta,23G31A8204,harsha.dutta945@gmail.com,MECH,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair82@gmail.com,84,,,,,,,10,109,101,86,5.6
657,Mahesh Gupta,23G31A6421,mahesh.gupta966@gmail.com,CIVIL,1,1-1,1,Dr. Nitin Verma,dr..nitin.verma19@gmail.com,,,,,,,,12,103,93,77,3.1
658,Ajay Joshi,23G31B6985,ajay.joshi268@gmail.com,CSE(AI),1,1-1,1,Prof. Priya Sharma,prof..priya.sharma77@gmail.com,,,,,,,,11,114,85,65,2.1
659,Mohan Gupta,23G31B2228,mohan.gupta893@gmail.com,CSE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava77@gmail.com,58,,,,,,,27,94,73,42,8.3
