S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
981,Harish Bansal,26G31B8039,harish.bansal561@gmail.com,CSE,4,7,Dr. Anil Singh,dr..anil.singh35@gmail.com,92.0,48.0,88.0,79.0,77.0,76.8,,0.0,20,93,80.0,73,4.4
982,Sandeep Rao,26G31A6397,sandeep.rao788@gmail.com,CDS,4,8,Dr. Rohan Kapoor,dr..rohan.kapoor91@gmail.com,99.0,81.0,73.0,64.0,92.0,81.8,92.0,,17,95,62.0,54,9.4
983,Celina Sharma,26G31A1934,celina.sharma515@gmail.com,ECE,4,7,Dr. Sanjay Joshi,dr..sanjay.joshi88@gmail.com,58.0,45.0,66.0,53.0,75.0,59.4,,0.0,22,83,69.0,93,6.1
984,Vikram Menon,26G31B2830,vikram.menon571@gmail.com,EEE,4,8,Dr. Sanjay Joshi,dr..sanjay.joshi68@gmail.com,89.0,47.0,77.0,72.0,79.0,72.8,85.0,,24,82,56.0,89,3.6
985,Meera Mishra,26G31B2623,meera.mishra349@gmail.com,MECH,4,8,Prof. Priya Sharma,prof..priya.sharma73@gmail.com,79.0,84.0,81.0,59.0,69.0,74.4,60.0,,17,101,98.0,89,6.9
986,Aarav Pillai,26G31A7491,aarav.pillai428@gmail.com,CIVIL,4,8,Dr. Rohan Kapoor,dr..rohan.kapoor22@gmail.com,41.0,62.0,82.0,90.0,67.0,68.4,83.0,,28,96,64.0,61,9.5
987,Vikram Joshi,26G31A6993,vikram.joshi104@gmail.com,CSE(AI),4,7,Dr. Harish Rao,dr..harish.rao55@gmail.com,82.0,77.0,68.0,55.0,81.0,72.6,,0.0,18,105,92.0,43,3.4
988,Esha Pillai,26G31A7160,esha.pillai746@gmail.com,CSE,4,8,Dr. Rajesh Kumar,dr..rajesh.kumar69@gmail.com,56.0,83.0,45.0,99.0,84.0,73.6,85.0,,20,91,59.0,73,4.0
989,Anjali Singh,26G31A7779,anjali.singh727@gmail.com,CDS,4,7,Prof. Priya Sharma,prof..priya.sharma36@gmail.com,70.0,68.0,81.0,82.0,77.0,75.6,,0.0,18,110,93.0,59,8.1
990,Simran Bhatnagar,26G31B6941,simran.bhatnagar495@gmail.com,ECE,4,8,Prof. Kavya Pillai,prof..kavya.pillai75@gmail.com,52.0,63.0,43.0,82.0,42.0,56.4,75.0,,11,104,53.0,60,3.3
991,Sakshi Gupta,26G31B4495,sakshi.gupta723@gmail.com,EEE,4,8,Prof. Shreya Nair,prof..shreya.nair36@gmail.com,76.0,59.0,95.0,82.0,78.0,78.0,67.0,,15,96,57.0,79,2.9
992,Aryan Saxena,26G31A4298,aryan.saxena836@gmail.com,MECH,4,7,Prof. Priya Sharma,prof..priya.sharma25@gmail.com,47.0,62.0,76.0,52.0,56.0,58.6,,0.0,16,80,40.0,90,2.4
993,Simran Joshi,26G31A8199,simran.joshi296@gmail.com,CIVIL,4,8,Dr. Vikram Reddy,dr..vikram.reddy87@gmail.com,44.0,82.0,88.0,67.0,66.0,69.4,75.0,,17,114,87.0,78,5.9
994,Sakshi Chopra,26G31B3098,sakshi.chopra180@gmail.com,CSE(AI),4,8,Prof. Shreya Nair,prof..shreya.nair58@gmail.com,52.0,63.0,43.0,53.0,76.0,57.4,84.0,,27,90,90.0,88,8.6
995,Priya Malhotra,26G31A9812,priya.malhotra193@gmail.com,CSE,4,8,Dr. Anil Singh,dr..anil.singh14@gmail.com,97.0,54.0,87.0,84.0,62.0,76.8,81.0,,23,107,94.0,81,5.8
996,Bhavna Gupta,26G31B1999,bhavna.gupta473@gmail.com,CDS,4,8,Dr. Vikram Reddy,dr..vikram.reddy85@gmail.com,82.0,78.0,95.0,55.0,77.0,77.4,53.0,,24,108,104.0,70,9.3
997,Vinod Malhotra,26G31A5854,vinod.malhotra110@gmail.com,ECE,4,8,Prof. Kavya Pillai,prof..kavya.pillai98@gmail.com,71.0,44.0,74.0,97.0,98.0,77.2,65.0,,30,99,40.0,48,8.0
998,Anjali Kumar,26G31A3646,anjali.kumar957@gmail.com,EEE,4,8,Dr. Anil Singh,dr..anil.singh97@gmail.com,59.0,48.0,78.0,85.0,82.0,70.4,73.0,,15,104,43.0,47,5.0
999,Kavya Kumar,26G31B4275,kavya.kumar224@gmail.com,MECH,4,7,Prof. Priya Sharma,prof..priya.sharma54@gmail.com,57.0,98.0,53.0,61.0,65.0,66.8,,0.0,18,103,103.0,94,6.0
1000,Siddharth Rao,26G31A4657,siddharth.rao874@gmail.com,CIVIL,4,7,Prof. Priya Sharma,prof..priya.sharma78@gmail.com,97.0,77.0,49.0,85.0,63.0,74.2,,0.0,16,99,69.0,45,2.6
1001,Kavya Mishra,23G31B5221,kavya.mishra183@gmail.com,CSE(AI),1,1,Prof. Divya Srivastava,prof..divya.srivastava53@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,110,53.0,91,2.1
1002,Swati Das,23G31A2091,swati.das238@gmail.com,CSE,1,1,Dr. Harish Rao,dr..harish.rao29@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,84,73.0,84,1.5
1003,Arjun Gupta,23G31B5126,arjun.gupta465@gmail.com,CDS,1,2,Dr. Nitin Verma,dr..nitin.verma22@gmail.com,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,20,104,104.0,82,5.8
1004,Rajesh Bajaj,23G31B1980,rajesh.bajaj604@gmail.com,ECE,1,2,Prof. Isha Mishra,prof..isha.mishra36@gmail.com,68.0,,0.0,0.0,0.0,0.0,0.0,0.0,10,95,80.0,67,3.6
1005,Siddharth Verma,23G31B3350,siddharth.verma698@gmail.com,EEE,1,1,Dr. Rohan Kapoor,dr..rohan.kapoor80@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,104,57.0,79,9.1
1006,Kriti Das,23G31B6214,kriti.das408@gmail.com,MECH,1,1,Prof. Shreya Nair,prof..shreya.nair33@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,97,41.0,40,6.6
1007,Sakshi Agarwal,23G31B5560,sakshi.agarwal565@gmail.com,CIVIL,1,2,Dr. Rohan Kapoor,dr..rohan.kapoor35@gmail.com,59.0,,0.0,0.0,0.0,0.0,0.0,0.0,30,120,99.0,54,5.4
1008,Kumar Kumar,23G31B8857,kumar.kumar197@gmail.com,CSE(AI),1,1,Prof. Shreya Nair,prof..shreya.nair88@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,85,38.0,65,8.2
1009,Priya Sharma,23G31B7371,priya.sharma765@gmail.com,CSE,1,2,Dr. Harish Rao,dr..harish.rao58@gmail.com,88.0,,0.0,0.0,0.0,0.0,0.0,0.0,26,81,45.0,54,3.9
1010,Ashok Dasgupta,23G31A7418,ashok.dasgupta632@gmail.com,CDS,1,2,Dr. Rajesh Kumar,dr..rajesh.kumar97@gmail.com,84.0,,0.0,0.0,0.0,0.0,0.0,0.0,30,109,93.0,54,9.2
1011,Pooja Dasgupta,23G31A2013,pooja.dasgupta150@gmail.com,ECE,1,2,Dr. Anil Singh,dr..anil.singh89@gmail.com,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,20,108,103.0,77,1.5
1012,Aryan Verma,23G31B7190,aryan.verma679@gmail.com,EEE,1,1,Prof. Priya Sharma,prof..priya.sharma59@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,83,41.0,45,8.5
1013,Kumar Verma,23G31B4607,kumar.verma108@gmail.com,MECH,1,1,Prof. Kavya Pillai,prof..kavya.pillai51@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,117,112.0,78,6.2
1014,Rahul Das,23G31A4976,rahul.das184@gmail.com,CIVIL,1,2,Dr. Rajesh Kumar,dr..rajesh.kumar26@gmail.com,69.0,,0.0,0.0,0.0,0.0,0.0,0.0,27,120,116.0001,87,4.1
1015,Sakshi Bansal,23G31B7252,sakshi.bansal330@gmail.com,CSE(AI),1,1,Dr. Rajesh Kumar,dr..rajesh.kumar36@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,114,60.0,43,6.5
1016,Maya Rao,23G31B8230,maya.rao742@gmail.com,CSE,1,2,Dr. Harish Rao,dr..harish.rao44@gmail.com,98.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,103,58.0,58,3.1
1017,Rahul Bhatnagar,23G31A8476,rahul.bhatnagar642@gmail.com,CDS,1,1,Dr. Rohan Kapoor,dr..rohan.kapoor23@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,112,106.0,52,9.5
1018,Karthik Das,23G31A7753,karthik.das222@gmail.com,ECE,1,1,Prof. Ritika Malhotra,prof..ritika.malhotra91@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,92,67.0,79,6.8
1019,Suresh Singh,23G31A4858,suresh.singh707@gmail.com,EEE,1,2,Prof. Ritika Malhotra,prof..ritika.malhotra77@gmail.com,61.0,,0.0,0.0,0.0,0.0,0.0,0.0,11,101,91.0,50,5.9
1020,Arjun Menon,23G31B9454,arjun.menon644@gmail.com,MECH,1,2,Prof. Shreya Nair,prof..shreya.nair53@gmail.com,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,15,86,79.0,64,7.6
1021,Celina Dutta,23G31B5661,celina.dutta954@gmail.com,CIVIL,1,2,Prof. Meera Desai,prof..meera.desai32@gmail.com,68.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,119,91.0,64,6.6
1022,Simran Bansal,23G31B3353,simran.bansal606@gmail.com,CSE(AI),1,1,Prof. Meera Desai,prof..meera.desai45@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,85,57.0,88,2.4
1023,Aditya Das,23G31A5653,aditya.das119@gmail.com,CSE,1,1,Prof. Priya Sharma,prof..priya.sharma20@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,95,93.0,51,9.4
1024,Esha Kapoor,23G31B6851,esha.kapoor606@gmail.com,CDS,1,1,Prof. Priya Sharma,prof..priya.sharma48@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,109,109.0,93,2.0
1025,Pari Gupta,23G31B6575,pari.gupta458@gmail.com,ECE,1,2,Prof. Isha Mishra,prof..isha.mishra34@gmail.com,59.0,,0.0,0.0,0.0,0.0,0.0,0.0,19,94,41.0,40,2.3
1026,Aryan Saxena,23G31B8750,aryan.saxena789@gmail.com,EEE,1,1,Prof. Isha Mishra,prof..isha.mishra45@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,115,85.0,61,6.9
1027,Ashok Iyer,23G31A4069,ashok.iyer541@gmail.com,MECH,1,2,Prof. Anjali Menon,prof..anjali.menon82@gmail.com,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,99,73.0,90,9.2
1028,Meera Kumar,23G31B9455,meera.kumar118@gmail.com,CIVIL,1,2,Prof. Shreya Nair,prof..shreya.nair96@gmail.com,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,16,101,93.0,89,1.8
1029,Pooja Pillai,23G31A8496,pooja.pillai332@gmail.com,CSE(AI),1,1,Prof. Divya Srivastava,prof..divya.srivastava79@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,117,104.0,76,2.5
1030,Rajesh Das,23G31A4783,rajesh.das881@gmail.com,CSE,1,2,Prof. Divya Srivastava,prof..divya.srivastava87@gmail.com,84.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,99,77.0,67,3.1
1031,Meera Verma,23G31B1072,meera.verma555@gmail.com,CDS,1,1,Prof. Ritika Malhotra,prof..ritika.malhotra91@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,95,77.0,91,5.7
1032,Nisha Mishra,23G31A6648,nisha.mishra541@gmail.com,ECE,1,1,Dr. Nitin Verma,dr..nitin.verma39@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,94,77.0,41,9.0
1033,Ajay Chatterjee,23G31A5105,ajay.chatterjee744@gmail.com,EEE,1,2,Dr. Sanjay Joshi,dr..sanjay.joshi55@gmail.com,84.0,,0.0,0.0,0.0,0.0,0.0,0.0,19,115,89.0,57,9.4
1034,Neha Desai,23G31B4675,neha.desai219@gmail.com,MECH,1,2,Dr. Harish Rao,dr..harish.rao50@gmail.com,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,24,98,57.0,85,5.1
1035,Mahesh Patel,23G31B9888,mahesh.patel701@gmail.com,CIVIL,1,2,Prof. Anjali Menon,prof..anjali.menon10@gmail.com,74.0,,0.0,0.0,0.0,0.0,0.0,0.0,12,89,47.0,62,2.2
1036,Amit Verma,23G31A3858,amit.verma720@gmail.com,CSE(AI),1,1,Dr. Sanjay Joshi,dr..sanjay.joshi20@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,109,109.0,63,5.2
1037,Harsha Bhat,23G31A6534,harsha.bhat291@gmail.com,CSE,1,1,Dr. Harish Rao,dr..harish.rao91@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,115,90.0,40,5.5
1038,Zara Saxena,23G31A9541,zara.saxena634@gmail.com,CDS,1,2,Prof. Divya Srivastava,prof..divya.srivastava39@gmail.com,89.0,,0.0,0.0,0.0,0.0,0.0,0.0,10,120,79.0,68,8.6
1039,Mahesh Kumar,23G31A5645,mahesh.kumar300@gmail.com,ECE,1,2,Dr. Nitin Verma,dr..nitin.verma53@gmail.com,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,29,104,68.0,93,7.6
1040,Simran Das,23G31A4511,simran.das448@gmail.com,EEE,1,1,Prof. Priya Sharma,prof..priya.sharma87@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,117,100.0,49,5.8
1041,Amit Chopra,23G31B7746,amit.chopra785@gmail.com,MECH,1,1,Dr. Anil Singh,dr..anil.singh27@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,100,70.0,74,8.0
1042,Diya Pillai,23G31A3931,diya.pillai574@gmail.com,CIVIL,1,1,Prof. Anjali Menon,prof..anjali.menon78@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,115,107.0,80,5.8
1043,Harsha Pillai,23G31A5481,harsha.pillai790@gmail.com,CSE(AI),1,1,Prof. Ritika Malhotra,prof..ritika.malhotra78@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,111,108.0,86,9.0
1044,Harish Kapoor,23G31B5002,harish.kapoor363@gmail.com,CSE,1,1,Dr. Harish Rao,dr..harish.rao42@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,105,56.0,42,4.7
1045,Meera Sinha,23G31A2030,meera.sinha163@gmail.com,CDS,1,1,Prof. Anjali Menon,prof..anjali.menon12@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,109,93.0,77,6.1
1046,Pooja Kumar,23G31B5808,pooja.kumar125@gmail.com,ECE,1,2,Prof. Anjali Menon,prof..anjali.menon45@gmail.com,59.0,,0.0,0.0,0.0,0.0,0.0,0.0,26,108,88.0,49,3.1
1047,Ramesh Kapoor,23G31B2246,ramesh.kapoor590@gmail.com,EEE,1,2,Dr. Anil Singh,dr..anil.singh15@gmail.com,74.0,,0.0,0.0,0.0,0.0,0.0,0.0,11,104,75.0,76,3.0
1048,Arjun Chatterjee,23G31A8402,arjun.chatterjee443@gmail.com,MECH,1,2,Prof. Anjali Menon,prof..anjali.menon37@gmail.com,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,113,86.0,80,9.4
1049,Nikhil Gupta,23G31A7746,nikhil.gupta185@gmail.com,CIVIL,1,1,Dr. Anil Singh,dr..anil.singh54@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,102,49.0,57,8.3
1050,Kriti Reddy,23G31A9455,kriti.reddy155@gmail.com,CSE(AI),1,2,Prof. Priya Sharma,prof..priya.sharma42@gmail.com,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,16,90,76.0,73,8.4
1051,Rohan Nair,23G31A4943,rohan.nair185@gmail.com,CSE,1,2,Dr. Suresh Iyer,dr..suresh.iyer40@gmail.com,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,87,64.0,90,1.4
1052,Harish Bhatnagar,23G31A5919,harish.bhatnagar624@gmail.com,CDS,1,1,Prof. Isha Mishra,prof..isha.mishra62@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,87,62.0,52,7.2
1053,Ria Reddy,23G31B6056,ria.reddy387@gmail.com,ECE,1,1,Dr. Rajesh Kumar,dr..rajesh.kumar61@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,95,93.0,46,7.9
1054,Aarav Desai,23G31B1264,aarav.desai529@gmail.com,EEE,1,1,Prof. Isha Mishra,prof..isha.mishra75@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,116,107.0,48,1.1
1055,Aryan Pillai,23G31A3308,aryan.pillai311@gmail.com,MECH,1,1,Dr. Suresh Iyer,dr..suresh.iyer79@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,83,77.0,52,1.8
1056,Ramesh Nair,23G31A2096,ramesh.nair903@gmail.com,CIVIL,1,2,Prof. Anjali Menon,prof..anjali.menon72@gmail.com,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,27,98,54.0,91,4.9
1057,Kumar Sinha,23G31A9313,kumar.sinha181@gmail.com,CSE(AI),1,1,Dr. Suresh Iyer,dr..suresh.iyer61@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,83,58.0,73,3.7
1058,Esha Sharma,23G31A8295,esha.sharma327@gmail.com,CSE,1,2,Dr. Nitin Verma,dr..nitin.verma32@gmail.com,94.0,,0.0,0.0,0.0,0.0,0.0,0.0,15,111,80.0,78,6.5
1059,Sakshi Menon,23G31A5488,sakshi.menon778@gmail.com,CDS,1,1,Prof. Isha Mishra,prof..isha.mishra88@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,96,88.0,64,9.3
1060,Kriti Sharma,23G31A4913,kriti.sharma319@gmail.com,ECE,1,2,Prof. Divya Srivastava,prof..divya.srivastava34@gmail.com,94.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,117,102.0,93,2.9
1061,Arjun Pillai,23G31A7105,arjun.pillai459@gmail.com,EEE,1,1,Dr. Suresh Iyer,dr..suresh.iyer67@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,84,63.0,67,5.6
1062,Ananya Sinha,23G31A2093,ananya.sinha390@gmail.com,MECH,1,2,Prof. Isha Mishra,prof..isha.mishra51@gmail.com,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,27,98,72.0,47,1.6
1063,Rahul Sinha,23G31A3831,rahul.sinha446@gmail.com,CIVIL,1,1,Prof. Meera Desai,prof..meera.desai89@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,120,103.0,89,5.1
1064,Kumar Srivastava,23G31A9581,kumar.srivastava968@gmail.com,CSE(AI),1,1,Prof. Kavya Pillai,prof..kavya.pillai86@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,80,66.0,84,3.7
1065,Mohan Dasgupta,23G31B5520,mohan.dasgupta849@gmail.com,CSE,1,2,Prof. Priya Sharma,prof..priya.sharma71@gmail.com,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,10,113,93.0,50,7.7
1066,Pari Sharma,23G31A1257,pari.sharma620@gmail.com,CDS,1,1,Dr. Harish Rao,dr..harish.rao77@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,115,50.0,40,2.5
1067,Harish Chatterjee,23G31A5732,harish.chatterjee809@gmail.com,ECE,1,1,Dr. Anil Singh,dr..anil.singh71@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,116,80.0,54,7.0
1068,Ria Verma,23G31B6718,ria.verma273@gmail.com,EEE,1,2,Prof. Shreya Nair,prof..shreya.nair70@gmail.com,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,12,90,42.0,87,1.6
1069,Aditya Malhotra,23G31A8759,aditya.malhotra716@gmail.com,MECH,1,1,Prof. Priya Sharma,prof..priya.sharma52@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,85,62.0,63,5.5
1070,Pari Chopra,23G31A2105,pari.chopra412@gmail.com,CIVIL,1,2,Prof. Meera Desai,prof..meera.desai73@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,117,77.0,44,5.8
1071,Kavya Desai,23G31A5375,kavya.desai824@gmail.com,CSE(AI),1,2,Prof. Anjali Menon,prof..anjali.menon26@gmail.com,83.0,,0.0,0.0,0.0,0.0,0.0,0.0,25,108,103.0,65,8.4
1072,Ananya Rao,23G31B4966,ananya.rao578@gmail.com,CSE,1,2,Dr. Suresh Iyer,dr..suresh.iyer90@gmail.com,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,18,83,43.0,58,8.1
1073,Ravi Bajaj,23G31B4275,ravi.bajaj748@gmail.com,CDS,1,2,Prof. Meera Desai,prof..meera.desai83@gmail.com,66.0,,0.0,0.0,0.0,0.0,0.0,0.0,29,109,103.0,69,8.3
1074,Harish Srivastava,23G31A3509,harish.srivastava534@gmail.com,ECE,1,2,Prof. Anjali Menon,prof..anjali.menon46@gmail.com,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,10,97,64.0,80,9.5
1075,Neha Nair,23G31B6907,neha.nair430@gmail.com,EEE,1,2,Prof. Divya Srivastava,prof..divya.srivastava13@gmail.com,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,28,92,60.0,42,5.4
1076,Vishal Saxena,23G31A1401,vishal.saxena655@gmail.com,MECH,1,2,Prof. Anjali Menon,prof..anjali.menon39@gmail.com,78.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,91,75.0,62,3.7
1077,Diya Das,23G31A2297,diya.das587@gmail.com,CIVIL,1,2,Prof. Ritika Malhotra,prof..ritika.malhotra58@gmail.com,63.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,107,63.0,50,9.8
1078,Aryan Chopra,23G31A3961,aryan.chopra499@gmail.com,CSE(AI),1,2,Dr. Rajesh Kumar,dr..rajesh.kumar85@gmail.com,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,112,99.0,54,8.0
1079,Shreya Reddy,23G31A7517,shreya.reddy707@gmail.com,CSE,1,2,Dr. Vikram Reddy,dr..vikram.reddy37@gmail.com,99.0,,0.0,0.0,0.0,0.0,0.0,0.0,20,98,80.0,95,7.7
1080,Bhavna Das,23G31A6401,bhavna.das585@gmail.com,CDS,1,1,Prof. Divya Srivastava,prof..divya.srivastava82@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,87,82.0,80,4.8
1081,Kumar Saxena,23G31A3032,kumar.saxena372@gmail.com,ECE,1,1,Prof. Shreya Nair,prof..shreya.nair65@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,105,95.0,56,6.4
1082,Neha Kapoor,23G31A6796,neha.kapoor548@gmail.com,EEE,1,1,Dr. Vikram Reddy,dr..vikram.reddy37@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,103,69.0,89,4.5
1083,Ritika Patel,23G31A1237,ritika.patel732@gmail.com,MECH,1,1,Dr. Suresh Iyer,dr..suresh.iyer15@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,88,75.0,72,8.9
1084,Zara Rao,23G31B2757,zara.rao762@gmail.com,CIVIL,1,2,Dr. Rohan Kapoor,dr..rohan.kapoor52@gmail.com,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,26,112,106.0,55,7.7
1085,Diya Kapoor,23G31B2776,diya.kapoor575@gmail.com,CSE(AI),1,1,Prof. Divya Srivastava,prof..divya.srivastava37@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,85,43.0,81,1.5
1086,Swati Bansal,23G31B1911,swati.bansal506@gmail.com,CSE,1,2,Dr. Nitin Verma,dr..nitin.verma12@gmail.com,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,26,95,86.0,70,4.0
1087,Priya Chopra,23G31B2752,priya.chopra434@gmail.com,CDS,1,2,Prof. Meera Desai,prof..meera.desai20@gmail.com,99.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,108,93.0,52,6.6
1088,Zara Malhotra,23G31B7104,zara.malhotra815@gmail.com,ECE,1,1,Prof. Priya Sharma,prof..priya.sharma10@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,82,82.0,72,6.2
1089,Avni Agarwal,23G31B2438,avni.agarwal127@gmail.com,EEE,1,1,Dr. Vikram Reddy,dr..vikram.reddy53@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,89,82.0,80,8.6
1090,Varun Bhatnagar,23G31B7063,varun.bhatnagar417@gmail.com,MECH,1,1,Dr. Vikram Reddy,dr..vikram.reddy31@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,112,97.0,48,2.7
1091,Ashok Gupta,23G31A1783,ashok.gupta180@gmail.com,CIVIL,1,1,Prof. Anjali Menon,prof..anjali.menon44@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,84,77.0,81,7.7
1092,Amit Verma,23G31A4431,amit.verma369@gmail.com,CSE(AI),1,1,Prof. Isha Mishra,prof..isha.mishra77@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,104,42.0,46,1.5
1093,Zara Patel,23G31A9266,zara.patel812@gmail.com,CSE,1,2,Prof. Ritika Malhotra,prof..ritika.malhotra84@gmail.com,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,15,89,79.0,67,8.3
1094,Vivek Chatterjee,23G31B2615,vivek.chatterjee623@gmail.com,CDS,1,1,Prof. Divya Srivastava,prof..divya.srivastava61@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,115,112.0,88,3.6
1095,Varun Srivastava,23G31B6076,varun.srivastava344@gmail.com,ECE,1,1,Prof. Kavya Pillai,prof..kavya.pillai50@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,88,66.0,57,2.7
1096,Mohan Patel,23G31A6410,mohan.patel663@gmail.com,EEE,1,2,Dr. Vikram Reddy,dr..vikram.reddy61@gmail.com,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,10,102,89.0,74,3.9
1097,Isha Kapoor,23G31A7011,isha.kapoor295@gmail.com,MECH,1,2,Dr. Rohan Kapoor,dr..rohan.kapoor70@gmail.com,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,26,111,54.0,49,5.2
1098,Sandeep Nair,23G31B6717,sandeep.nair295@gmail.com,CIVIL,1,1,Prof. Isha Mishra,prof..isha.mishra20@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,98,63.0,65,7.0
1099,Vivek Reddy,23G31B8765,vivek.reddy776@gmail.com,CSE(AI),1,1,Prof. Meera Desai,prof..meera.desai96@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,116,83.0,72,1.4
1100,Rajesh Bajaj,23G31B4464,rajesh.bajaj819@gmail.com,CSE,1,2,Dr. Anil Singh,dr..anil.singh86@gmail.com,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,10,81,53.0,52,2.7
